zip,city,region,district
43240,Ha Long,East,District #15
43301,Ha Long,East,District #14
43302,Thai Nguyen,East,District #14
43310,Ha Long,East,District #16
43311,Uong Bi,East,District #15
43314,Cam Pha,East,District #14
43315,Lao Cai,East,District #14
43316,Ninh Binh,East,District #14
43317,Thai Nguyen,East,District #14
43318,Hai Phong,East,District #16
43319,Hanoi,East,District #15
43321,Cam Pha,East,District #14
43322,Ha Long,East,District #14
43324,Phu Ly,East,District #16
43326,Ninh Binh,East,District #14
43330,Bac Ninh,East,District #14
43331,Ha Long,East,District #16
43332,Ha Long,East,District #14
43333,Ha Long,East,District #16
43334,Ha Long,East,District #14
43337,Viet Tri,East,District #14
43338,Cam Pha,East,District #14
43340,Bac Giang,East,District #14
43341,Viet Tri,East,District #14
43342,Nam Dinh,East,District #15
43343,Bac Giang,East,District #16
43344,Hai Phong,East,District #15
43347,Ninh Binh,East,District #16
43348,Cam Pha,East,District #16
43351,Uong Bi,East,District #14
43356,Thai Nguyen,East,District #15
43357,Ninh Binh,East,District #15
43358,Nam Dinh,East,District #15
43359,Lao Cai,East,District #14
43360,Cam Pha,East,District #15
43402,Phu Ly,East,District #14
43406,Bac Ninh,East,District #14
43407,Lao Cai,East,District #14
43410,Cam Pha,East,District #14
43412,Hai Phong,East,District #14
43413,Lao Cai,East,District #14
43414,Hanoi,East,District #14
43416,Hanoi,East,District #14
43420,Thai Nguyen,East,District #14
43430,Ha Long,East,District #14
43431,Bac Giang,East,District #14
43432,Thai Nguyen,East,District #14
43433,Thai Nguyen,East,District #14
43435,Cam Pha,East,District #14
43438,Cam Pha,East,District #14
43440,Ha Long,East,District #14
43442,Lao Cai,East,District #14
43443,Thai Nguyen,East,District #14
43445,Ha Long,East,District #14
43447,Nam Dinh,East,District #14
43449,Uong Bi,East,District #14
43450,Lao Cai,East,District #14
43451,Uong Bi,East,District #14
43452,Hai Phong,East,District #14
43456,Thai Nguyen,East,District #14
43457,Viet Tri,East,District #14
43460,Uong Bi,East,District #14
43462,Viet Tri,East,District #14
43464,Viet Tri,East,District #14
43465,Bac Ninh,East,District #14
43466,Hai Phong,East,District #14
43468,Bac Giang,East,District #14
43469,Hanoi,East,District #14
43501,Lao Cai,East,District #14
43502,Cam Pha,East,District #14
43504,Hanoi,East,District #14
43505,Lao Cai,East,District #14
43506,Ninh Binh,East,District #14
43510,Hanoi,East,District #14
43511,Ha Long,East,District #16
43512,Ha Long,East,District #14
43515,Bac Ninh,East,District #14
43516,Thai Nguyen,East,District #16
43517,Cam Pha,East,District #14
43518,Phu Ly,East,District #14
43521,Hanoi,East,District #14
43522,Viet Tri,East,District #14
43523,Lao Cai,East,District #14
43525,Bac Giang,East,District #14
43526,Viet Tri,East,District #16
43527,Thai Nguyen,East,District #14
43528,Son Tay,East,District #14
43531,Thai Nguyen,East,District #14
43532,Hai Phong,East,District #14
43533,Lao Cai,East,District #14
43534,Bac Giang,East,District #14
43535,Lao Cai,East,District #14
43536,Cam Pha,East,District #16
43537,Viet Tri,East,District #14
43540,Cam Pha,East,District #14
43542,Cam Pha,East,District #14
43543,Ha Long,East,District #14
43545,Cam Pha,East,District #14
43547,Viet Tri,East,District #14
43548,Son Tay,East,District #14
43549,Cam Pha,East,District #14
43550,Son Tay,East,District #14
43551,Son Tay,East,District #14
43553,Bac Giang,East,District #14
43554,Hai Phong,East,District #14
43555,Nam Dinh,East,District #14
43556,Lao Cai,East,District #14
43557,Hai Phong,East,District #14
43558,Bac Ninh,East,District #14
43560,Viet Tri,East,District #14
43565,Nam Dinh,East,District #14
43566,Son Tay,East,District #14
43567,Viet Tri,East,District #14
43569,Hanoi,East,District #14
43570,Nam Dinh,East,District #14
43571,Phu Ly,East,District #14
43601,Lao Cai,East,District #14
43604,Ninh Binh,East,District #14
43605,Hai Phong,East,District #14
43606,Phu Ly,East,District #14
43607,Hai Phong,East,District #14
43608,Hai Phong,East,District #14
43609,Viet Tri,East,District #14
43611,Viet Tri,East,District #14
43612,Ninh Binh,East,District #14
43613,Hanoi,East,District #14
43614,Cam Pha,East,District #14
43615,Ninh Binh,East,District #14
43616,Bac Giang,East,District #14
43617,Cam Pha,East,District #14
43618,Bac Giang,East,District #14
43619,Lao Cai,East,District #14
43620,Hanoi,East,District #14
43623,Lao Cai,East,District #14
43667,Hai Phong,East,District #14
43701,Ninh Binh,East,District #15
43713,Thai Nguyen,East,District #15
43716,Viet Tri,East,District #15
43718,Hai Phong,East,District #15
43719,Ninh Binh,East,District #15
43721,Son Tay,East,District #15
43723,Bac Giang,East,District #15
43724,Ha Long,East,District #15
43725,Thai Nguyen,East,District #15
43727,Viet Tri,East,District #15
43728,Thai Nguyen,East,District #15
43730,Bac Giang,East,District #15
43731,Ha Long,East,District #15
43732,Bac Giang,East,District #15
43734,Hai Phong,East,District #15
43735,Hai Phong,East,District #15
43739,Hai Phong,East,District #15
43740,Cam Pha,East,District #15
43746,Ha Long,East,District #15
43747,Hanoi,East,District #15
43748,Hai Phong,East,District #15
43749,Cam Pha,East,District #14
43750,Bac Giang,East,District #15
43754,Nam Dinh,East,District #15
43755,Nam Dinh,East,District #15
43756,Nam Dinh,East,District #15
43758,Phu Ly,East,District #15
43759,Thai Nguyen,East,District #15
43760,Viet Tri,East,District #15
43762,Son Tay,East,District #15
43764,Cam Pha,East,District #15
43766,Viet Tri,East,District #15
43767,Lao Cai,East,District #15
43771,Thai Nguyen,East,District #15
43772,Hai Phong,East,District #15
43777,Lao Cai,East,District #15
43778,Cam Pha,East,District #15
43779,Thai Nguyen,East,District #15
43780,Thai Nguyen,East,District #15
43782,Nam Dinh,East,District #15
43783,Ninh Binh,East,District #15
43787,Lao Cai,East,District #15
43789,Bac Giang,East,District #15
43793,Son Tay,East,District #15
43802,Cam Pha,East,District #15
43804,Cam Pha,East,District #14
43811,Bac Ninh,East,District #15
43812,Hanoi,East,District #14
43821,Nam Dinh,East,District #15
43822,Son Tay,East,District #15
43824,Bac Giang,East,District #14
43830,Bac Giang,East,District #15
43832,Uong Bi,East,District #14
43836,Nam Dinh,East,District #14
43837,Bac Giang,East,District #14
43840,Uong Bi,East,District #14
43842,Viet Tri,East,District #15
43843,Hanoi,East,District #15
43844,Nam Dinh,East,District #15
43845,Hanoi,East,District #14
43901,Lao Cai,East,District #13
43902,Ninh Binh,East,District #15
43903,Ha Long,East,District #13
43905,Hai Phong,East,District #15
43906,Hai Phong,East,District #15
43907,Hai Phong,East,District #13
43908,Viet Tri,East,District #13
43909,Ninh Binh,East,District #15
43910,Uong Bi,East,District #13
43912,Thai Nguyen,East,District #15
43913,Hanoi,East,District #13
43915,Cam Pha,East,District #15
43916,Ha Long,East,District #15
43917,Ha Long,East,District #13
43920,Uong Bi,East,District #13
43925,Nam Dinh,East,District #13
43928,Hanoi,East,District #15
43930,Bac Ninh,East,District #13
43931,Hai Phong,East,District #15
43932,Uong Bi,East,District #13
43933,Ha Long,East,District #15
43934,Viet Tri,East,District #15
43935,Thai Nguyen,East,District #15
43938,Bac Giang,East,District #13
43939,Bac Ninh,East,District #13
43940,Hanoi,East,District #15
43942,Bac Giang,East,District #15
43943,Viet Tri,East,District #13
43944,Cam Pha,East,District #13
43945,Uong Bi,East,District #13
43946,Ninh Binh,East,District #15
43947,Thai Nguyen,East,District #15
43948,Uong Bi,East,District #13
43950,Hanoi,East,District #15
43952,Ha Long,East,District #13
43953,Lao Cai,East,District #13
43963,Lao Cai,East,District #13
43964,Lao Cai,East,District #13
43967,Bac Giang,East,District #15
43968,Viet Tri,East,District #13
43971,Bac Giang,East,District #13
43973,Ninh Binh,East,District #14
43974,Phu Ly,East,District #13
43976,Thai Nguyen,East,District #13
43977,Son Tay,East,District #15
43981,Viet Tri,East,District #13
43983,Phu Ly,East,District #15
43985,Thai Nguyen,East,District #15
43986,Lao Cai,East,District #13
43988,Nam Dinh,East,District #13
44001,Phu Ly,East,District #14
44003,Viet Tri,East,District #13
44004,Hanoi,East,District #14
44005,Hanoi,East,District #14
44010,Ninh Binh,East,District #14
44011,Nam Dinh,East,District #14
44012,Lao Cai,East,District #14
44017,Bac Giang,East,District #14
44021,Thai Nguyen,East,District #14
44022,Nam Dinh,East,District #14
44023,Viet Tri,East,District #14
44024,Hai Phong,East,District #14
44026,Bac Ninh,East,District #14
44028,Thai Nguyen,East,District #14
44030,Hanoi,East,District #06
44032,Ha Long,East,District #13
44035,Thai Nguyen,East,District #14
44039,Viet Tri,East,District #14
44040,Hai Phong,East,District #14
44041,Lao Cai,East,District #14
44044,Lao Cai,East,District #14
44045,Viet Tri,East,District #14
44046,Lao Cai,East,District #14
44047,Son Tay,East,District #13
44048,Ninh Binh,East,District #13
44050,Ninh Binh,East,District #14
44052,Phu Ly,East,District #14
44053,Cam Pha,East,District #14
44054,Ha Long,East,District #14
44055,Cam Pha,East,District #14
44056,Lao Cai,East,District #14
44057,Son Tay,East,District #14
44060,Bac Giang,East,District #14
44062,Phu Ly,East,District #14
44064,Hai Phong,East,District #14
44065,Ha Long,East,District #14
44067,Cam Pha,East,District #14
44068,Nam Dinh,East,District #06
44070,Son Tay,East,District #14
44072,Thai Nguyen,East,District #14
44074,Thai Nguyen,East,District #14
44076,Bac Giang,East,District #14
44077,Hanoi,East,District #14
44081,Uong Bi,East,District #14
44082,Hai Phong,East,District #13
44084,Thai Nguyen,East,District #14
44085,Nam Dinh,East,District #14
44086,Phu Ly,East,District #14
44087,Ha Long,East,District #14
44088,Hanoi,East,District #14
44089,Hanoi,East,District #14
44090,Lao Cai,East,District #14
44092,Bac Ninh,East,District #14
44093,Ninh Binh,East,District #13
44094,Hai Phong,East,District #14
44095,Lao Cai,East,District #14
44096,Ha Long,East,District #14
44099,Hanoi,East,District #14
44101,Viet Tri,East,District #14
44102,Viet Tri,East,District #14
44103,Phu Ly,East,District #14
44104,Nam Dinh,East,District #14
44105,Thai Nguyen,East,District #14
44106,Son Tay,East,District #14
44107,Ninh Binh,East,District #14
44108,Hanoi,East,District #14
44109,Viet Tri,East,District #14
44110,Ninh Binh,East,District #14
44111,Cam Pha,East,District #14
44112,Uong Bi,East,District #14
44113,Hanoi,East,District #14
44114,Hanoi,East,District #14
44115,Hanoi,East,District #14
44116,Ha Long,East,District #14
44117,Son Tay,East,District #14
44118,Uong Bi,East,District #14
44119,Phu Ly,East,District #14
44120,Thai Nguyen,East,District #14
44121,Son Tay,East,District #14
44122,Ha Long,East,District #14
44123,Lao Cai,East,District #14
44124,Hanoi,East,District #14
44125,Hanoi,East,District #14
44126,Hai Phong,East,District #14
44127,Ninh Binh,East,District #14
44128,Nam Dinh,East,District #14
44129,Bac Giang,East,District #14
44130,Bac Giang,East,District #14
44131,Ninh Binh,East,District #14
44132,Thai Nguyen,East,District #14
44133,Hanoi,East,District #14
44134,Bac Ninh,East,District #14
44135,Thai Nguyen,East,District #14
44136,Phu Ly,East,District #14
44137,Phu Ly,East,District #14
44138,Hai Phong,East,District #14
44139,Ninh Binh,East,District #14
44140,Hanoi,East,District #14
44141,Uong Bi,East,District #14
44142,Bac Ninh,East,District #14
44143,Thai Nguyen,East,District #14
44144,Bac Giang,East,District #14
44145,Thai Nguyen,East,District #14
44146,Ninh Binh,East,District #14
44147,Son Tay,East,District #14
44149,Ninh Binh,East,District #14
44201,Ninh Binh,East,District #14
44202,Ninh Binh,East,District #14
44203,Bac Giang,East,District #14
44210,Lao Cai,East,District #14
44211,Ha Long,East,District #14
44212,Son Tay,East,District #14
44214,Thai Nguyen,East,District #14
44215,Cam Pha,East,District #14
44216,Nam Dinh,East,District #14
44217,Bac Giang,East,District #14
44221,Thai Nguyen,East,District #14
44223,Hai Phong,East,District #14
44224,Ninh Binh,East,District #14
44230,Lao Cai,East,District #14
44231,Cam Pha,East,District #14
44232,Cam Pha,East,District #14
44233,Viet Tri,East,District #14
44234,Ha Long,East,District #14
44235,Phu Ly,East,District #14
44236,Nam Dinh,East,District #14
44240,Thai Nguyen,East,District #14
44241,Phu Ly,East,District #14
44251,Bac Giang,East,District #14
44253,Thai Nguyen,East,District #14
44254,Uong Bi,East,District #14
44255,Son Tay,East,District #14
44256,Hanoi,East,District #14
44260,Ninh Binh,East,District #14
44262,Cam Pha,East,District #14
44264,Uong Bi,East,District #14
44265,Bac Ninh,East,District #14
44266,Hai Phong,East,District #14
44270,Uong Bi,East,District #14
44272,Ninh Binh,East,District #14
44273,Nam Dinh,East,District #14
44275,Phu Ly,East,District #14
44276,Phu Ly,East,District #14
44278,Thai Nguyen,East,District #14
44280,Bac Ninh,East,District #14
44281,Bac Ninh,East,District #14
44286,Bac Ninh,East,District #14
44287,Son Tay,East,District #14
44288,Cam Pha,East,District #14
44301,Bac Ninh,East,District #14
44302,Hanoi,East,District #14
44303,Uong Bi,East,District #14
44304,Viet Tri,East,District #14
44305,Son Tay,East,District #14
44306,Phu Ly,East,District #14
44307,Hanoi,East,District #14
44308,Cam Pha,East,District #14
44310,Bac Giang,East,District #14
44311,Bac Giang,East,District #14
44312,Ninh Binh,East,District #14
44313,Uong Bi,East,District #14
44314,Viet Tri,East,District #14
44316,Nam Dinh,East,District #14
44319,Son Tay,East,District #14
44320,Uong Bi,East,District #14
44321,Viet Tri,East,District #14
44325,Hai Phong,East,District #14
44333,Son Tay,East,District #14
44399,Lao Cai,East,District #14
44401,Uong Bi,East,District #14
44402,Ninh Binh,East,District #14
44403,Ha Long,East,District #14
44404,Hanoi,East,District #14
44405,Cam Pha,East,District #14
44406,Ninh Binh,East,District #14
44408,Phu Ly,East,District #14
44410,Cam Pha,East,District #14
44411,Cam Pha,East,District #14
44412,Uong Bi,East,District #14
44413,Son Tay,East,District #13
44415,Lao Cai,East,District #14
44417,Hai Phong,East,District #14
44418,Uong Bi,East,District #14
44420,Bac Ninh,East,District #14
44423,Cam Pha,East,District #14
44425,Bac Giang,East,District #14
44427,Viet Tri,East,District #14
44428,Hai Phong,East,District #14
44429,Son Tay,East,District #14
44430,Ha Long,East,District #14
44431,Bac Ninh,East,District #14
44432,Ninh Binh,East,District #14
44436,Son Tay,East,District #14
44437,Bac Giang,East,District #14
44438,Bac Giang,East,District #14
44440,Son Tay,East,District #14
44441,Ha Long,East,District #13
44442,Viet Tri,East,District #13
44443,Nam Dinh,East,District #13
44444,Hanoi,East,District #14
44445,Phu Ly,East,District #13
44446,Hanoi,East,District #14
44449,Bac Giang,East,District #14
44450,Hanoi,East,District #14
44451,Ha Long,East,District #14
44452,Uong Bi,East,District #14
44454,Bac Ninh,East,District #13
44455,Hai Phong,East,District #13
44460,Thai Nguyen,East,District #14
44470,Ninh Binh,East,District #14
44471,Uong Bi,East,District #14
44473,Nam Dinh,East,District #14
44481,Viet Tri,East,District #14
44482,Uong Bi,East,District #14
44483,Ninh Binh,East,District #14
44484,Ha Long,East,District #14
44485,Nam Dinh,East,District #14
44490,Lao Cai,East,District #14
44491,Phu Ly,East,District #14
44492,Cam Pha,East,District #14
44493,Cam Pha,East,District #14
44502,Bac Giang,East,District #14
44503,Nam Dinh,East,District #14
44505,Thai Nguyen,East,District #14
44506,Viet Tri,East,District #14
44507,Bac Giang,East,District #14
44509,Bac Ninh,East,District #14
44511,Son Tay,East,District #14
44512,Son Tay,East,District #14
44514,Hai Phong,East,District #14
44515,Nam Dinh,East,District #14
44601,Bac Giang,East,District #14
44606,Lao Cai,East,District #14
44608,Cam Pha,East,District #14
44609,Nam Dinh,East,District #14
44610,Thai Nguyen,East,District #14
44611,Ha Long,East,District #14
44612,Cam Pha,East,District #14
44613,Nam Dinh,East,District #14
44614,Thai Nguyen,East,District #14
44615,Thai Nguyen,East,District #13
44618,Ninh Binh,East,District #14
44619,Son Tay,East,District #14
44620,Bac Giang,East,District #14
44621,Cam Pha,East,District #14
44622,Lao Cai,East,District #14
44624,Cam Pha,East,District #14
44625,Uong Bi,East,District #14
44626,Bac Ninh,East,District #14
44627,Cam Pha,East,District #14
44628,Cam Pha,East,District #14
44629,Viet Tri,East,District #14
44632,Cam Pha,East,District #14
44633,Hai Phong,East,District #14
44634,Lao Cai,East,District #14
44637,Ha Long,East,District #14
44638,Thai Nguyen,East,District #14
44641,Ninh Binh,East,District #14
44643,Ninh Binh,East,District #14
44644,Lao Cai,East,District #14
44645,Hanoi,East,District #14
44646,Bac Giang,East,District #14
44647,Cam Pha,East,District #14
44651,Cam Pha,East,District #13
44654,Phu Ly,East,District #14
44656,Son Tay,East,District #14
44657,Hai Phong,East,District #14
44659,Nam Dinh,East,District #14
44662,Bac Giang,East,District #14
44663,Nam Dinh,East,District #14
44666,Uong Bi,East,District #14
44667,Bac Ninh,East,District #14
44669,Hai Phong,East,District #14
44671,Bac Ninh,East,District #14
44672,Nam Dinh,East,District #14
44675,Phu Ly,East,District #14
44676,Phu Ly,East,District #14
44677,Ha Long,East,District #14
44679,Hanoi,East,District #14
44680,Phu Ly,East,District #14
44681,Uong Bi,East,District #14
44682,Ninh Binh,East,District #14
44683,Uong Bi,East,District #14
44685,Bac Ninh,East,District #14
44687,Uong Bi,East,District #14
44688,Phu Ly,East,District #14
44689,Bac Ninh,East,District #14
44691,Lao Cai,East,District #14
44695,Son Tay,East,District #14
44697,Bac Ninh,East,District #14
44699,Hai Phong,East,District #14
44701,Bac Giang,East,District #14
44703,Phu Ly,East,District #14
44704,Bac Ninh,East,District #14
44705,Thai Nguyen,East,District #14
44706,Bac Giang,East,District #14
44707,Ninh Binh,East,District #14
44708,Hanoi,East,District #14
44709,Thai Nguyen,East,District #14
44710,Nam Dinh,East,District #14
44714,Bac Giang,East,District #14
44718,Hai Phong,East,District #14
44720,Nam Dinh,East,District #14
44721,Hanoi,East,District #14
44730,Bac Giang,East,District #14
44802,Lao Cai,East,District #14
44804,Thai Nguyen,East,District #16
44805,Thai Nguyen,East,District #14
44807,Son Tay,East,District #14
44811,Bac Giang,East,District #14
44813,Viet Tri,East,District #14
44814,Thai Nguyen,East,District #14
44817,Hanoi,East,District #14
44818,Cam Pha,East,District #14
44820,Son Tay,East,District #14
44822,Nam Dinh,East,District #14
44824,Bac Giang,East,District #14
44826,Phu Ly,East,District #14
44827,Hanoi,East,District #14
44830,Ha Long,East,District #14
44833,Nam Dinh,East,District #14
44836,Nam Dinh,East,District #14
44837,Uong Bi,East,District #14
44838,Ha Long,East,District #14
44839,Nam Dinh,East,District #14
44840,Nam Dinh,East,District #14
44841,Thai Nguyen,East,District #14
44842,Viet Tri,East,District #14
44843,Bac Ninh,East,District #14
44844,Thai Nguyen,East,District #14
44846,Uong Bi,East,District #14
44847,Hanoi,East,District #14
44848,Lao Cai,East,District #14
44849,Lao Cai,East,District #14
44850,Uong Bi,East,District #14
44851,Uong Bi,East,District #14
44853,Viet Tri,East,District #14
44854,Bac Giang,East,District #14
44855,Bac Ninh,East,District #14
44856,Thai Nguyen,East,District #14
44857,Ha Long,East,District #14
44859,Ninh Binh,East,District #14
44860,Thai Nguyen,East,District #14
44861,Nam Dinh,East,District #14
44862,Son Tay,East,District #14
44864,Cam Pha,East,District #14
44865,Uong Bi,East,District #14
44866,Nam Dinh,East,District #14
44867,Nam Dinh,East,District #14
44870,Phu Ly,East,District #14
44871,Bac Giang,East,District #14
44874,Ha Long,East,District #14
44875,Ninh Binh,East,District #14
44878,Bac Ninh,East,District #14
44880,Viet Tri,East,District #14
44882,Cam Pha,East,District #14
44883,Phu Ly,East,District #14
44887,Lao Cai,East,District #14
44889,Viet Tri,East,District #14
44890,Lao Cai,East,District #14
44901,Uong Bi,East,District #14
44902,Ha Long,East,District #14
44903,Ha Long,East,District #14
44904,Ha Long,East,District #14
44905,Hai Phong,East,District #14
44906,Phu Ly,East,District #14
44907,Son Tay,East,District #14
45002,Viet Tri,East,District #16
45003,Lao Cai,East,District #16
45005,Ninh Binh,East,District #16
45011,Viet Tri,East,District #16
45013,Lao Cai,East,District #16
45014,Hai Phong,East,District #16
45015,Phu Ly,East,District #16
45030,Nam Dinh,East,District #16
45034,Thai Nguyen,East,District #16
45036,Thai Nguyen,East,District #16
45039,Ninh Binh,East,District #16
45040,Nam Dinh,East,District #16
45041,Ha Long,East,District #16
45042,Uong Bi,East,District #16
45044,Son Tay,East,District #16
45050,Ha Long,East,District #16
45052,Bac Giang,East,District #16
45053,Ha Long,East,District #16
45054,Viet Tri,East,District #16
45056,Hai Phong,East,District #16
45061,Nam Dinh,East,District #16
45062,Son Tay,East,District #16
45063,Son Tay,East,District #16
45064,Cam Pha,East,District #16
45065,Bac Ninh,East,District #16
45066,Ninh Binh,East,District #16
45067,Ha Long,East,District #16
45068,Viet Tri,East,District #16
45069,Viet Tri,East,District #16
45101,Phu Ly,East,District #16
45102,Uong Bi,East,District #16
45103,Lao Cai,East,District #16
45106,Uong Bi,East,District #16
45107,Ninh Binh,East,District #16
45113,Hai Phong,East,District #16
45114,Phu Ly,East,District #16
45115,Uong Bi,East,District #16
45118,Ha Long,East,District #16
45120,Phu Ly,East,District #16
45121,Nam Dinh,East,District #16
45122,Bac Giang,East,District #16
45123,Son Tay,East,District #15
45130,Hanoi,East,District #16
45131,Son Tay,East,District #16
45132,Cam Pha,East,District #16
45133,Son Tay,East,District #16
45135,Ha Long,East,District #16
45140,Uong Bi,East,District #16
45142,Uong Bi,East,District #16
45144,Ninh Binh,East,District #16
45146,Ninh Binh,East,District #16
45148,Thai Nguyen,East,District #16
45150,Lao Cai,East,District #16
45152,Cam Pha,East,District #16
45153,Lao Cai,East,District #16
45154,Cam Pha,East,District #16
45155,Hanoi,East,District #16
45157,Ninh Binh,East,District #16
45159,Hai Phong,East,District #16
45160,Ha Long,East,District #16
45162,Ninh Binh,East,District #16
45164,Son Tay,East,District #16
45166,Phu Ly,East,District #16
45167,Hai Phong,East,District #16
45168,Uong Bi,East,District #16
45169,Ninh Binh,East,District #16
45171,Uong Bi,East,District #16
45172,Uong Bi,East,District #16
45174,Bac Giang,East,District #16
45176,Nam Dinh,East,District #16
45177,Nam Dinh,East,District #16
45202,Thai Nguyen,East,District #16
45204,Viet Tri,East,District #16
45205,Bac Giang,East,District #16
45206,Ha Long,East,District #16
45207,Hanoi,East,District #16
45208,Son Tay,East,District #16
45209,Nam Dinh,East,District #16
45211,Thai Nguyen,East,District #16
45212,Viet Tri,East,District #16
45213,Nam Dinh,East,District #16
45214,Bac Ninh,East,District #16
45215,Viet Tri,East,District #16
45216,Uong Bi,East,District #16
45217,Viet Tri,East,District #16
45218,Hanoi,East,District #16
45219,Bac Giang,East,District #16
45220,Bac Giang,East,District #16
45223,Ha Long,East,District #16
45224,Phu Ly,East,District #16
45225,Viet Tri,East,District #16
45226,Ninh Binh,East,District #16
45227,Nam Dinh,East,District #16
45228,Son Tay,East,District #16
45229,Nam Dinh,East,District #16
45230,Viet Tri,East,District #16
45231,Ha Long,East,District #16
45232,Lao Cai,East,District #16
45233,Thai Nguyen,East,District #16
45236,Ninh Binh,East,District #16
45237,Bac Giang,East,District #16
45238,Hanoi,East,District #16
45239,Ha Long,East,District #16
45240,Viet Tri,East,District #16
45241,Ha Long,East,District #16
45242,Nam Dinh,East,District #16
45243,Cam Pha,East,District #16
45244,Nam Dinh,East,District #16
45245,Hai Phong,East,District #16
45246,Uong Bi,East,District #16
45247,Viet Tri,East,District #16
45248,Phu Ly,East,District #16
45249,Son Tay,East,District #16
45251,Bac Ninh,East,District #16
45252,Nam Dinh,East,District #16
45254,Cam Pha,East,District #16
45255,Hai Phong,East,District #16
45262,Hanoi,East,District #16
45269,Cam Pha,East,District #16
45274,Hanoi,East,District #16
45299,Bac Ninh,East,District #16
45302,Hanoi,East,District #16
45303,Hai Phong,East,District #16
45304,Bac Ninh,East,District #16
45305,Phu Ly,East,District #16
45306,Viet Tri,East,District #16
45307,Uong Bi,East,District #16
45308,Cam Pha,East,District #16
45309,Hai Phong,East,District #16
45311,Hai Phong,East,District #16
45312,Phu Ly,East,District #16
45314,Phu Ly,East,District #16
45315,Nam Dinh,East,District #16
45318,Lao Cai,East,District #16
45320,Phu Ly,East,District #16
45321,Bac Giang,East,District #16
45322,Viet Tri,East,District #16
45323,Thai Nguyen,East,District #15
45324,Cam Pha,East,District #16
45325,Nam Dinh,East,District #16
45326,Lao Cai,East,District #16
45327,Viet Tri,East,District #16
45328,Phu Ly,East,District #16
45331,Nam Dinh,East,District #16
45332,Hai Phong,East,District #16
45333,Uong Bi,East,District #16
45334,Thai Nguyen,East,District #16
45335,Bac Giang,East,District #16
45337,Bac Ninh,East,District #16
45338,Bac Ninh,East,District #16
45339,Thai Nguyen,East,District #16
45340,Phu Ly,East,District #16
45341,Uong Bi,East,District #16
45342,Bac Giang,East,District #16
45343,Hai Phong,East,District #16
45344,Cam Pha,East,District #16
45345,Ha Long,East,District #16
45346,Thai Nguyen,East,District #16
45347,Bac Ninh,East,District #16
45348,Hai Phong,East,District #16
45351,Nam Dinh,East,District #16
45354,Hanoi,East,District #16
45356,Uong Bi,East,District #16
45358,Uong Bi,East,District #16
45359,Bac Ninh,East,District #16
45360,Bac Giang,East,District #16
45361,Ninh Binh,East,District #16
45363,Hanoi,East,District #16
45365,Bac Ninh,East,District #16
45368,Son Tay,East,District #15
45369,Son Tay,East,District #15
45370,Bac Ninh,East,District #16
45371,Nam Dinh,East,District #16
45373,Ha Long,East,District #16
45377,Hai Phong,East,District #16
45378,Viet Tri,East,District #16
45380,Phu Ly,East,District #16
45381,Uong Bi,East,District #16
45382,Lao Cai,East,District #16
45383,Hanoi,East,District #16
45384,Thai Nguyen,East,District #16
45385,Ha Long,East,District #16
45387,Uong Bi,East,District #16
45388,Uong Bi,East,District #16
45390,Bac Ninh,East,District #16
45402,Lao Cai,East,District #16
45403,Viet Tri,East,District #16
45404,Phu Ly,East,District #16
45405,Bac Giang,East,District #16
45406,Bac Giang,East,District #16
45408,Bac Ninh,East,District #16
45409,Phu Ly,East,District #16
45410,Ha Long,East,District #16
45414,Bac Giang,East,District #16
45415,Thai Nguyen,East,District #16
45416,Uong Bi,East,District #16
45417,Viet Tri,East,District #16
45418,Lao Cai,East,District #16
45419,Ninh Binh,East,District #16
45420,Nam Dinh,East,District #16
45424,Bac Giang,East,District #16
45426,Hai Phong,East,District #16
45427,Ninh Binh,East,District #16
45429,Hanoi,East,District #16
45430,Phu Ly,East,District #16
45431,Uong Bi,East,District #16
45432,Uong Bi,East,District #16
45433,Lao Cai,East,District #16
45434,Bac Giang,East,District #16
45439,Ha Long,East,District #16
45440,Ha Long,East,District #16
45449,Cam Pha,East,District #16
45458,Nam Dinh,East,District #16
45459,Nam Dinh,East,District #16
45502,Ha Long,East,District #15
45503,Uong Bi,East,District #15
45504,Viet Tri,East,District #15
45505,Viet Tri,East,District #15
45506,Cam Pha,East,District #15
45601,Viet Tri,East,District #15
45612,Cam Pha,East,District #15
45613,Ninh Binh,East,District #15
45614,Ha Long,East,District #15
45619,Cam Pha,East,District #15
45620,Hai Phong,East,District #15
45621,Thai Nguyen,East,District #15
45623,Hai Phong,East,District #15
45628,Viet Tri,East,District #15
45629,Bac Giang,East,District #15
45630,Hanoi,East,District #15
45631,Hanoi,East,District #15
45634,Hai Phong,East,District #15
45636,Hai Phong,East,District #15
45638,Ha Long,East,District #15
45640,Ha Long,East,District #15
45642,Ninh Binh,East,District #15
45644,Hanoi,East,District #15
45645,Uong Bi,East,District #15
45646,Hai Phong,East,District #15
45647,Bac Ninh,East,District #15
45648,Hanoi,East,District #15
45651,Hai Phong,East,District #15
45652,Hai Phong,East,District #15
45653,Bac Giang,East,District #15
45654,Bac Giang,East,District #15
45656,Thai Nguyen,East,District #15
45657,Uong Bi,East,District #15
45658,Phu Ly,East,District #15
45659,Phu Ly,East,District #15
45660,Uong Bi,East,District #15
45661,Cam Pha,East,District #15
45662,Bac Giang,East,District #15
45663,Nam Dinh,East,District #15
45669,Bac Giang,East,District #15
