date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source
2022-05-27,37986,27205,169620,0.00529,172.7,organic_search
2022-06-02,38883,28520,165887,0.0036,136.6,organic_search
2022-06-03,47464,35006,215933,0.00426,188.3,email_campaign
2022-06-04,42514,30168,160294,0.00513,115.0,social_media
2022-06-05,47723,37307,253750,0.00398,206.4,organic_search
2022-06-30,43026,32328,194772,0.00422,301.0,paid_search
2022-07-04,31174,24165,110469,0.00381,218.3,organic_search
2022-07-07,35410,25983,147788,0.00404,260.6,email_campaign
2022-07-13,40352,30225,200261,0.00505,242.4,organic_search
2022-07-14,33730,26590,136867,0.00535,200.5,paid_search
2022-07-16,36700,29083,182157,0.00578,298.3,organic_search
2022-07-23,37128,28407,172419,0.0049,290.9,referral
2022-07-25,32502,23998,126179,0.00519,141.1,direct
2022-07-29,29929,22065,126776,0.00514,297.4,paid_search
2022-08-01,39152,28060,179948,0.00458,254.0,social_media
2022-08-05,39534,30810,190411,0.00492,295.6,social_media
2022-08-08,37273,30036,179334,0.00465,185.7,paid_search
2022-08-11,39582,27936,160850,0.00547,212.8,organic_search
2022-08-16,34912,26494,184855,0.00467,241.9,social_media
2022-08-19,41063,31131,138743,0.00472,275.3,organic_search
2022-08-26,38935,29454,168649,0.00493,260.2,organic_search
2022-08-27,36063,25453,181340,0.00491,244.5,paid_search
2022-09-02,26168,21157,89557,0.0033,178.2,paid_search
2022-09-08,25002,18438,137423,0.00388,146.1,organic_search
2022-09-09,26537,21323,122541,0.00483,108.9,organic_search
2022-09-12,27314,21746,108646,0.00328,251.4,direct
2022-09-25,26953,19520,113157,0.00541,245.6,paid_search
2022-09-30,26964,19431,145584,0.00339,305.0,email_campaign
2022-10-07,20341,15198,108359,0.00542,277.7,direct
2022-10-08,24311,19360,90149,0.00395,153.3,organic_search
2022-10-12,15278,12043,64352,0.0052,220.3,email_campaign
2022-10-13,21504,15909,88710,0.00322,162.6,paid_search
2022-10-14,18534,14990,78741,0.00447,210.2,paid_search
2022-10-17,23281,18812,75013,0.00497,202.4,social_media
2022-10-18,20030,14036,71188,0.00395,162.3,organic_search
2022-10-20,25130,18775,97221,0.00579,195.9,social_media
2022-10-22,22443,16339,94221,0.00398,114.1,paid_search
2022-10-27,21533,16570,81302,0.00348,207.3,social_media
2022-10-29,20080,14795,89735,0.00457,258.0,email_campaign
2022-10-31,21079,14809,78371,0.00549,262.3,organic_search
2022-11-01,18752,13778,88117,0.00356,309.0,paid_search
2022-11-09,14299,-50,78119,0.00423,314.2,email_campaign
2022-11-10,17937,13772,92814,0.00496,277.7,organic_search
2022-11-12,19558,13749,79761,0.00558,219.3,paid_search
2022-11-14,16503,12338,77142,0.00529,155.3,direct
2022-11-17,17628,12749,72696,0.00463,224.8,paid_search
2022-11-22,19652,15391,73281,0.00411,120.5,organic_search
2022-11-27,17259,13973,64284,0.00526,187.4,email_campaign
2022-11-29,18099,12899,87262,0.00426,181.8,direct
2022-12-03,21813,17728,70937,0.00389,124.3,email_campaign
2022-12-08,22392,16875,111333,0.00476,210.5,organic_search
2022-12-15,20742,14911,103929,0.00346,154.9,organic_search
2022-12-18,22512,17217,76624,0.00521,233.8,email_campaign
2022-12-21,19702,15507,100991,0.0047,230.8,direct
2022-12-22,20194,16347,67520,0.00328,137.2,organic_search
2022-12-26,21676,17160,79557,0.00471,174.5,paid_search
2022-12-29,20884,14640,82155,0.00522,165.6,direct
2026-99-99,38996,31829,154237,0.00419,185.4,organic_search
,16845,12989,54823,0.00338,269.9,email_campaign
